bin_label,date,avw,brightness,Rrs_346.0,Rrs_348.0,Rrs_351.0,Rrs_353.0,Rrs_356.0,Rrs_358.0,Rrs_361.0,Rrs_363.0,Rrs_366.0,Rrs_368.0,Rrs_371.0,Rrs_373.0,Rrs_375.0,Rrs_378.0,Rrs_380.0,Rrs_383.0,Rrs_385.0,Rrs_388.0,Rrs_390.0,Rrs_393.0,Rrs_395.0,Rrs_398.0,Rrs_400.0,Rrs_403.0,Rrs_405.0,Rrs_408.0,Rrs_410.0,Rrs_413.0,Rrs_415.0,Rrs_418.0,Rrs_420.0,Rrs_422.0,Rrs_425.0,Rrs_427.0,Rrs_430.0,Rrs_432.0,Rrs_435.0,Rrs_437.0,Rrs_440.0,Rrs_442.0,Rrs_445.0,Rrs_447.0,Rrs_450.0,Rrs_452.0,Rrs_455.0,Rrs_457.0,Rrs_460.0,Rrs_462.0,Rrs_465.0,Rrs_467.0,Rrs_470.0,Rrs_472.0,Rrs_475.0,Rrs_477.0,Rrs_480.0,Rrs_482.0,Rrs_485.0,Rrs_487.0,Rrs_490.0,Rrs_492.0,Rrs_495.0,Rrs_497.0,Rrs_500.0,Rrs_502.0,Rrs_505.0,Rrs_507.0,Rrs_510.0,Rrs_512.0,Rrs_515.0,Rrs_517.0,Rrs_520.0,Rrs_522.0,Rrs_525.0,Rrs_527.0,Rrs_530.0,Rrs_532.0,Rrs_535.0,Rrs_537.0,Rrs_540.0,Rrs_542.0,Rrs_545.0,Rrs_547.0,Rrs_550.0,Rrs_553.0,Rrs_555.0,Rrs_558.0,Rrs_560.0,Rrs_563.0,Rrs_565.0,Rrs_568.0,Rrs_570.0,Rrs_573.0,Rrs_575.0,Rrs_578.0,Rrs_580.0,Rrs_583.0,Rrs_586.0,Rrs_588.0,Rrs_613.0,Rrs_615.0,Rrs_618.0,Rrs_620.0,Rrs_623.0,Rrs_625.0,Rrs_627.0,Rrs_630.0,Rrs_632.0,Rrs_635.0,Rrs_637.0,Rrs_640.0,Rrs_641.0,Rrs_642.0,Rrs_643.0,Rrs_645.0,Rrs_646.0,Rrs_647.0,Rrs_648.0,Rrs_650.0,Rrs_651.0,Rrs_652.0,Rrs_653.0,Rrs_655.0,Rrs_656.0,Rrs_657.0,Rrs_658.0,Rrs_660.0,Rrs_661.0,Rrs_662.0,Rrs_663.0,Rrs_665.0,Rrs_666.0,Rrs_667.0,Rrs_668.0,Rrs_670.0,Rrs_671.0,Rrs_672.0,Rrs_673.0,Rrs_675.0,Rrs_676.0,Rrs_677.0,Rrs_678.0,Rrs_679.0,Rrs_681.0,Rrs_682.0,Rrs_683.0,Rrs_684.0,Rrs_686.0,Rrs_687.0,Rrs_688.0,Rrs_689.0,Rrs_691.0,Rrs_692.0,Rrs_693.0,Rrs_694.0,Rrs_696.0,Rrs_697.0,Rrs_698.0,Rrs_699.0,Rrs_701.0,Rrs_702.0,Rrs_703.0,Rrs_704.0,Rrs_706.0,Rrs_707.0,Rrs_708.0,Rrs_709.0,Rrs_711.0,Rrs_712.0,Rrs_713.0,Rrs_714.0,Rrs_717.0,Rrs_719.0
0.475-0.525,2024-08-28,486.1367252835291,0.49459308,-0.000701404,-0.00045785343,-0.00025540768,-6.9369144e-06,0.00033024474,0.00055984384,0.0006236985,0.0008045117,0.0010102802,0.0011903521,0.0013386804,0.0015107279,0.0016041367,0.0016118295,0.0017378019,0.0019129111,0.001992976,0.0020867793,0.0021317392,0.0021638952,0.0023455913,0.0025756354,0.0025392494,0.0024260501,0.002406368,0.0024164456,0.0024431327,0.0024768354,0.0025150771,0.0025606828,0.0025736955,0.0025790115,0.0025968074,0.0026089833,0.0027534836,0.0028796818,0.002830798,0.002793208,0.0028272485,0.0028476978,0.002865544,0.0029164746,0.0029100284,0.0029073406,0.0029623227,0.003001754,0.0030453578,0.003074606,0.0030761498,0.0030853332,0.0031131303,0.0031409573,0.0031526352,0.0031777208,0.0031927957,0.0031591083,0.0031592404,0.0032191928,0.0031879246,0.003126974,0.003098394,0.0030372292,0.0029815768,0.0029431393,0.0028761488,0.002758226,0.0026164944,0.00248711,0.0024189937,0.002421563,0.0024225684,0.0023937211,0.0023764384,0.0023676243,0.0023378541,0.0022824071,0.0022363358,0.0021884653,0.0021409274,0.0020838408,0.0020199048,0.0019513305,0.001877796,0.0018142828,0.0017664041,0.0017317128,0.0017042654,0.001661795,0.0016086344,0.0015487154,0.0014831398,0.0013982864,0.001308123,0.0012111377,0.0011137594,0.0010149764,0.0009205241,0.0008308828,0.00037657053,0.00036620954,0.00035933492,0.0003464813,0.00033713802,0.00032362115,0.00030321773,0.0002947042,0.00029834794,0.00029566325,0.00029500923,0.00028830118,0.000285942,0.00027858457,0.0002724018,0.00026736088,0.00026272784,0.00025035502,0.00024395391,0.0002392927,0.00023705114,0.00022986243,0.00022763756,0.00022730912,0.00022823048,0.00022668303,0.00022604069,0.00021996102,0.0002113044,0.0002022238,0.00019258473,0.00018530227,0.00018280503,0.00017831271,0.000174962,0.00017501359,0.00017407822,0.00017361401,0.00017274401,0.00017052612,0.00016819789,0.0001653139,0.00016300906,0.00016165855,0.000108659624,0.00010761161,0.0001007745,8.34686e-05,5.3482734e-05,1.5785134e-05,-1.18913185e-05,-8.639315e-06,9.597444e-06,3.4955046e-05,5.0645653e-05,5.469028e-05,5.5041884e-05,5.534673e-05,5.6462708e-05,5.651428e-05,5.2605727e-05,5.1599898e-05,5.194926e-05,5.1855477e-05,5.2024316e-05,5.1393607e-05,4.9475668e-05,4.870424e-05,4.5217763e-05,4.605243e-05,4.3712487e-05,3.869728e-05,8.251675e-06,0.00012446746
0.475-0.525,2024-09-05,491.8214017958114,0.42864698,-0.00316822,-0.0028070763,-0.0025253994,-0.0022179966,-0.0018328846,-0.0015630336,-0.0014429813,-0.0012281077,-0.0009804936,-0.0007508353,-0.0005577226,-0.00033685355,-0.00018795705,-0.00012755243,6.8528905e-05,0.0003092467,0.00043483885,0.0005968079,0.00072097563,0.000824875,0.0010689497,0.0013622305,0.0013859093,0.0013273497,0.0013607076,0.001417504,0.0014880149,0.0015689333,0.0016520626,0.0017415916,0.0017965188,0.0018406077,0.0018934767,0.0019382447,0.0021174452,0.0022741493,0.0022507575,0.0022427007,0.0023060408,0.002352951,0.0023974723,0.0024684314,0.002475957,0.002492101,0.0025673145,0.002623205,0.0026845331,0.0027314555,0.002746044,0.0027680844,0.0028073837,0.0028424335,0.0028640076,0.002899986,0.0029272148,0.0029055297,0.0029164623,0.0029853466,0.0029609203,0.0029071632,0.0028836194,0.0028252834,0.0027737527,0.0027370446,0.0026712348,0.0025563354,0.002418692,0.0022933136,0.0022291932,0.002235203,0.002238467,0.0022089565,0.0021965273,0.0021935657,0.0021685786,0.0021162159,0.0020737634,0.0020282897,0.0019858533,0.0019331655,0.0018731804,0.0018131756,0.0017483473,0.0016865369,0.0016408412,0.0016063247,0.0015798517,0.0015417774,0.0014906854,0.0014351646,0.0013752333,0.0012966491,0.001212626,0.0011249809,0.0010401856,0.00095425005,0.0008674924,0.0007748643,0.0003602889,0.0003486122,0.0003425454,0.00032927483,0.00031994516,0.0003083107,0.00029112375,0.00028283897,0.0002836406,0.00027877453,0.00028046727,0.0002746627,0.0002720957,0.00026495036,0.00025908166,0.0002548334,0.00024927157,0.00023434727,0.0002263947,0.00021952346,0.00021617391,0.000209984,0.00020961271,0.00021081105,0.00021422702,0.00021438625,0.00021440028,0.00020852326,0.0001997329,0.00019002876,0.00018048422,0.00017236402,0.00016905139,0.00016457618,0.00016066566,0.00015926067,0.00015789198,0.00015803416,0.00015574394,0.00015243948,0.00014990038,0.00014652874,0.00014427183,0.0001429226,9.107336e-05,9.035552e-05,8.512653e-05,7.6841636e-05,5.9118105e-05,3.640026e-05,1.8903034e-05,2.1584628e-05,3.3453376e-05,4.7042704e-05,5.133878e-05,4.6436555e-05,4.3333377e-05,4.3232758e-05,4.552327e-05,4.7252357e-05,4.4576343e-05,4.4358494e-05,4.6528767e-05,4.9215934e-05,5.2081905e-05,5.40121e-05,5.4693624e-05,5.510982e-05,5.202604e-05,5.2891948e-05,5.1014864e-05,4.543375e-05,4.5484026e-06,0.00010240034
0.475-0.525,2024-09-13,489.722040488093,0.508927,-0.004199292,-0.0037075914,-0.0033104257,-0.002853264,-0.0023149778,-0.0019229935,-0.0016955902,-0.001358753,-0.0009914045,-0.0006822251,-0.00041007999,-0.00011313753,7.920158e-05,0.00017935224,0.00042045765,0.00069998205,0.00087297836,0.0010599655,0.00119055,0.0012989357,0.0015644388,0.0019040554,0.0019322406,0.0018575958,0.0018848366,0.0019473761,0.0020243186,0.0021017287,0.0021802634,0.0022696594,0.0023215439,0.0023613852,0.0024114118,0.0024514329,0.0026444404,0.0028166478,0.0027878026,0.0027693096,0.0028320062,0.0028726645,0.0029129093,0.0029978917,0.0030086068,0.0030148095,0.0030876433,0.0031427243,0.0032047573,0.0032389965,0.0032392482,0.003246321,0.0032761288,0.0033089346,0.003320659,0.003350267,0.0033786362,0.003354061,0.0033623413,0.0034386776,0.0034057868,0.003338148,0.0033068939,0.0032384407,0.0031798424,0.0031438223,0.003073683,0.0029460115,0.0027973722,0.0026627064,0.0025918016,0.0025962177,0.0025990491,0.002561431,0.002541968,0.0025264996,0.0024881295,0.002424271,0.0023742616,0.0023287407,0.0022838425,0.0022242835,0.0021583093,0.0020823015,0.002003191,0.0019338944,0.0018780841,0.0018386376,0.0018107214,0.0017645895,0.0017026588,0.0016312992,0.0015548702,0.0014551192,0.0013542504,0.0012609079,0.001185804,0.0011086117,0.0010235747,0.0009216466,0.00046300204,0.00044971233,0.0004352626,0.00041075537,0.00039411927,0.00036645515,0.00032554145,0.00030936877,0.0003270517,0.00033745624,0.00034397029,0.00033962211,0.0003392219,0.00033158445,0.00032293802,0.00031456418,0.0003052647,0.00028417594,0.00027470646,0.00026896424,0.00027088818,0.0002669995,0.00026917944,0.0002716622,0.00027422333,0.00027324114,0.000274074,0.0002688174,0.00025896158,0.00024846004,0.0002365359,0.00022645514,0.00022267044,0.00021683413,0.00021170979,0.00020952272,0.00020734269,0.00020647416,0.0002033756,0.00019904,0.00019402227,0.0001884932,0.00018459273,0.0001824056,0.00011492863,0.000114384275,0.00010260926,6.849308e-05,9.782996e-06,-6.110453e-05,-0.00010797551,-9.990208e-05,-6.1727005e-05,-1.1670215e-05,1.8400866e-05,3.1702682e-05,3.9094408e-05,4.4313325e-05,4.8637517e-05,4.961028e-05,4.4957054e-05,4.470383e-05,4.8275437e-05,5.1920415e-05,5.6268305e-05,5.871801e-05,5.9345213e-05,6.2090716e-05,6.0081307e-05,6.1939274e-05,5.8561807e-05,4.7759353e-05,-1.2148357e-05,0.000120530945
0.475-0.525,2024-09-21,486.44399082402913,0.49232894,0.0012664254,0.0014387884,0.0015523753,0.0017030134,0.0019501769,0.0020861574,0.0020501658,0.0021310719,0.0022558323,0.0023548456,0.0024150684,0.002517775,0.002519067,0.0024332542,0.002517175,0.0026457536,0.0026332913,0.0026703163,0.002670859,0.0026479694,0.002788137,0.0029668023,0.002873758,0.0027215276,0.0026696154,0.0026421817,0.0026274368,0.0026325565,0.00265002,0.0026698327,0.002659027,0.0026467987,0.0026444101,0.0026398075,0.0027740188,0.002879656,0.0028099043,0.0027614592,0.0027857232,0.002798442,0.002817493,0.0028618674,0.0028401825,0.002838615,0.0028933939,0.0029249578,0.0029641106,0.0031413506,0.0029895045,0.0029919026,0.0030127696,0.0030272063,0.0030374879,0.0030617095,0.0030758493,0.0030447654,0.0030494232,0.0031077317,0.0030740309,0.0030146865,0.0029893778,0.0029267685,0.0028718256,0.002826163,0.0027542983,0.0026410238,0.0025130524,0.0024012362,0.002339702,0.0023439073,0.0023435547,0.0023133296,0.0022953115,0.0022887688,0.002257773,0.0022017057,0.0021568302,0.0021088803,0.0020615738,0.0020034846,0.0019431643,0.0018895132,0.0018326115,0.001776015,0.0017340663,0.001706729,0.0016852035,0.0016453484,0.0015939868,0.0015305858,0.0014626036,0.0013841905,0.0013050844,0.0012182593,0.0011315265,0.001040981,0.00094298134,0.0008356309,0.00040018777,0.00038736177,0.00038257524,0.00036920758,0.00036071142,0.00034893077,0.00033116425,0.0003223383,0.00032116464,0.00031582505,0.00031604385,0.00031096328,0.00030868698,0.00030052869,0.0002933654,0.00028553777,0.00027556645,0.00025794702,0.00024996142,0.00024539416,0.00024450367,0.00023961303,0.00024017334,0.00024067586,0.00024449633,0.00024710665,0.00024945507,0.00024540478,0.00023759149,0.00022990038,0.00022269029,0.00021691668,0.00021599731,0.0002141084,0.00021269386,0.00021455382,0.00021630249,0.00021881593,0.00021856095,0.00021768863,0.00021790399,0.00021644615,0.00021552327,0.00021522904,0.00016282307,0.00016140117,0.0001540043,0.00014602231,0.00013064708,0.00011046753,9.368136e-05,9.0191184e-05,9.156639e-05,9.522169e-05,9.4036724e-05,8.6122964e-05,8.1304235e-05,7.7785306e-05,7.507801e-05,7.269399e-05,6.7447865e-05,6.663995e-05,6.810132e-05,6.91139e-05,6.964178e-05,7.043178e-05,6.866512e-05,6.857537e-05,6.2841034e-05,6.275489e-05,5.885536e-05,5.318581e-05,2.2022365e-05,0.00013012304
0.475-0.525,2024-09-29,489.7206794095182,0.48577738,-0.0017558136,-0.0015626195,-0.0013943865,-0.001152953,-0.0007990398,-0.00053121924,-0.00041347282,-0.0002057053,5.8948128e-05,0.0002955582,0.0004923203,0.0007260628,0.0008631116,0.00090197177,0.0010925849,0.0013121826,0.0014227851,0.001567935,0.0016459979,0.0016916739,0.0019282077,0.0022321565,0.0022058226,0.002080019,0.0020660337,0.002089359,0.0021289878,0.0021783088,0.002229344,0.00228851,0.002320037,0.0023408968,0.0023658418,0.0023818733,0.002561768,0.0027231395,0.0026735861,0.0026362876,0.0026871648,0.0027222522,0.0027619218,0.0028369955,0.0028302516,0.0028300956,0.002898492,0.0029465717,0.0030022992,0.0030373535,0.0030308077,0.0030358708,0.003064931,0.0030949279,0.003117707,0.003153491,0.0031689329,0.0031308008,0.003136488,0.003213956,0.0031814997,0.0031144847,0.0030887132,0.0030209066,0.0029622223,0.002929093,0.0028654828,0.0027433322,0.0026014033,0.0024747306,0.0024065357,0.002411752,0.0024156459,0.0023835818,0.0023648187,0.0023549043,0.0023224868,0.0022614598,0.002212797,0.0021647802,0.0021204902,0.0020657692,0.0020034455,0.0019405012,0.0018729514,0.0018104247,0.0017638308,0.0017307965,0.0017060881,0.0016652343,0.0016100345,0.0015472631,0.001482938,0.0014011257,0.0013148788,0.0012259894,0.001142541,0.0010556704,0.00096401153,0.00086564536,0.00041821846,0.0004041098,0.0003966179,0.00038142,0.00037237484,0.0003597102,0.00034414616,0.0003361278,0.0003340625,0.00032720598,0.0003284834,0.00032425125,0.0003232315,0.00031632386,0.00031048368,0.00030509345,0.0002988792,0.00028226586,0.00027463606,0.00026832742,0.00026572836,0.00025902805,0.0002588211,0.00025981205,0.0002644437,0.00026558322,0.0002661788,0.0002599717,0.0002502695,0.0002397031,0.00022970675,0.00022183031,0.00021955077,0.00021610975,0.00021316619,0.00021287931,0.00021314778,0.00021451995,0.00021347827,0.00021198999,0.0002101097,0.00020698822,0.00020485754,0.0002040009,0.00014479211,0.00014398643,0.00013620776,0.00012550723,0.00010694817,8.6353015e-05,7.3394665e-05,7.843276e-05,8.7336586e-05,9.65272e-05,9.6715936e-05,8.830586e-05,8.3529e-05,8.138381e-05,8.286841e-05,8.41206e-05,8.01895e-05,7.983383e-05,8.189204e-05,8.3547035e-05,8.5764885e-05,8.656698e-05,8.500636e-05,8.450908e-05,7.9873906e-05,8.012791e-05,7.718776e-05,7.041815e-05,2.3950068e-05,0.00013655968
0.475-0.525,2024-10-07,486.2373222150813,0.49138042,-8.084508e-06,0.00024183386,0.0004280859,0.0006788537,0.0010245192,0.0012378881,0.0012885944,0.0014302743,0.0016313515,0.0018014497,0.0019190002,0.0020741287,0.0021129835,0.0020671308,0.002202209,0.00234821,0.0023798735,0.0024650912,0.00249106,0.002481871,0.002658665,0.0029129926,0.002835524,0.0026603194,0.0025958086,0.0025734615,0.0025732352,0.0025840588,0.0025977048,0.0026247096,0.0026257855,0.0026184178,0.002611403,0.0025976065,0.002753937,0.0028905855,0.002817155,0.0027595623,0.0027930492,0.002816322,0.0028477877,0.0029064477,0.0028817197,0.002866673,0.002924709,0.002964701,0.0030141931,0.0030423983,0.0030287036,0.003027751,0.00305313,0.0030764188,0.0030922794,0.0031231379,0.003133941,0.003091963,0.0030958154,0.0031735601,0.003136879,0.003061657,0.003031421,0.0029619453,0.0029037148,0.002885864,0.0028361257,0.0027078828,0.002549289,0.0024050663,0.002327331,0.0023319335,0.0023381994,0.0023078541,0.0022925418,0.0022857557,0.0022528206,0.002189439,0.0021401355,0.0020943312,0.0020587575,0.0020117061,0.0019518457,0.0018885384,0.0018206034,0.001757178,0.0017107507,0.0016790493,0.0016583657,0.0016210773,0.00156917,0.0015126967,0.0014516456,0.0013667647,0.0012747477,0.0011808177,0.0010977795,0.0010141388,0.00093124394,0.0008528783,0.0003595106,0.00034789808,0.00034062637,0.00032760983,0.0003193154,0.0003105656,0.0002982781,0.00029221395,0.00029277185,0.0002902602,0.00029388,0.00029017855,0.0002892691,0.00028487103,0.00028267576,0.00028419966,0.00028556396,0.00027467567,0.00026867588,0.00026201477,0.0002575851,0.00024973086,0.0002497555,0.00025196525,0.0002562744,0.00025582314,0.0002539903,0.0002447681,0.00023261187,0.00022114109,0.0002099158,0.00020293865,0.00020146099,0.0001992123,0.00019800424,0.00020097768,0.0002029777,0.00020686044,0.0002089349,0.00020857983,0.000209024,0.0002080291,0.00020810387,0.00020921929,0.0001497807,0.00014959238,0.00014184442,0.00012662257,0.000100814425,7.257982e-05,5.597236e-05,6.53401e-05,8.552488e-05,0.000106388106,0.00011483211,0.00010964566,0.000103588805,0.0001005799,0.00010309499,0.000105961786,0.00010411803,0.00010351056,0.00010405052,0.000105286745,0.00010698488,0.00010736857,0.000105844534,0.00010421772,9.858341e-05,9.780542e-05,9.729746e-05,9.0991925e-05,3.452663e-05,0.00013751046
0.475-0.525,2024-10-15,488.08908151226973,0.45588824,-0.00040481242,-0.0002015121,-2.529674e-05,0.00022967212,0.0005703234,0.00079773436,0.00087713054,0.0010271766,0.0012522619,0.0014506049,0.001582481,0.0017455216,0.0018075105,0.0017709606,0.0019127142,0.0020664134,0.0021125379,0.0022060552,0.002228276,0.0022207277,0.002416123,0.0026884652,0.0026044068,0.002418645,0.0023531436,0.0023227998,0.0023104425,0.0023221304,0.0023397207,0.0023663323,0.0023633186,0.0023501029,0.0023419575,0.0023334133,0.0024938441,0.002622435,0.0025389441,0.0024776994,0.0025137386,0.0025431814,0.0025796194,0.0026487808,0.0026322128,0.0026224756,0.0026851755,0.0027279768,0.0027805748,0.0028106384,0.002797179,0.0027797911,0.0027863246,0.002807977,0.0028235458,0.0028572076,0.0028706756,0.0028372277,0.0028480396,0.002945274,0.0029309457,0.0028642872,0.002842956,0.0027843039,0.0027430942,0.002743299,0.0027062516,0.0025755235,0.0024106833,0.002264958,0.0021890902,0.0021984351,0.0022085237,0.0021797344,0.0021683068,0.00216658,0.0021362745,0.0020767215,0.0020326618,0.0019904566,0.0019617467,0.0019174607,0.00185707,0.0017859741,0.0017110762,0.0016464646,0.0015992403,0.0015665398,0.0015423024,0.0015029773,0.0014537765,0.0014035503,0.0013478844,0.0012682164,0.0011782038,0.0010844659,0.0010017668,0.0009204007,0.0008461923,0.00079544936,0.00032213985,0.0003185978,0.00031347646,0.00029956404,0.00029347796,0.00029266407,0.00029402223,0.00029286448,0.0002884875,0.00028233242,0.00028360888,0.00027888385,0.00027859758,0.00027532893,0.00027639413,0.00028395097,0.00029086455,0.0002849625,0.0002817885,0.00027403064,0.00026769357,0.0002589789,0.00025937072,0.000262715,0.00026528785,0.00026320515,0.00025735845,0.0002439056,0.0002301997,0.00021797077,0.00020729532,0.00020049524,0.00019956379,0.00019848286,0.00019818466,0.00020156687,0.00020497305,0.000210028,0.00021264446,0.00021363897,0.00021670327,0.00021825873,0.00022013197,0.00022301202,0.00016692933,0.00016681597,0.00016067296,0.00015580197,0.00014658702,0.0001389324,0.00013587436,0.00014366476,0.00015384292,0.00015989551,0.00015719589,0.00014277552,0.00013104973,0.00012635799,0.00012918383,0.00013379277,0.00013326085,0.0001319663,0.00013025402,0.00012972805,0.0001302345,0.00012963914,0.00012695637,0.00012306184,0.000115925584,0.00011440785,0.00011488713,0.00011141921,5.8767815e-05,0.00015137393
0.475-0.525,2024-10-23,486.7941930745926,0.4643861,0.000649345,0.00086456,0.0010083042,0.0012144719,0.0015177241,0.0017048485,0.0017230243,0.0018080653,0.001989114,0.002147262,0.002222846,0.0023480463,0.0023362313,0.0022236353,0.002356634,0.002493631,0.002505765,0.0025624372,0.002545656,0.002509618,0.002686554,0.002936431,0.0028221465,0.0026123708,0.0025331571,0.002491599,0.002465441,0.0024663792,0.0024746354,0.0024920776,0.0024819812,0.002463767,0.0024495607,0.0024367722,0.002604481,0.0027309218,0.0026364631,0.0025725232,0.002606866,0.0026290324,0.0026640343,0.002731322,0.0027080816,0.0026938664,0.0027544943,0.0027896757,0.0028377075,0.0028620088,0.0028413166,0.0028159681,0.0028130892,0.002818798,0.0028250006,0.0028583833,0.00287813,0.002849771,0.0028696756,0.0029739076,0.0029563296,0.0028860911,0.002863488,0.0028010437,0.002757443,0.0027543996,0.0027122297,0.0025808944,0.0024205705,0.0022809382,0.0022091353,0.0022198956,0.0022256917,0.0021953792,0.0021809174,0.0021783605,0.0021455232,0.0020829053,0.0020397755,0.001999725,0.0019712604,0.001926487,0.0018678472,0.0018004404,0.0017288575,0.0016687703,0.001624977,0.0015960265,0.0015748853,0.0015337521,0.0014804241,0.00141933,0.0013496784,0.0012581242,0.0011625807,0.001074003,0.0010075611,0.00094284833,0.0008739729,0.0008130003,0.00032536438,0.00032080087,0.00031308737,0.00029678672,0.0002850517,0.00027650522,0.00026803862,0.00026379715,0.0002614518,0.00026374278,0.00027346355,0.0002732786,0.00027386346,0.00027010043,0.00026957504,0.0002738444,0.000276803,0.000269175,0.00026426587,0.0002562873,0.00025146126,0.00024287667,0.00024492884,0.00025038884,0.0002570256,0.0002580858,0.00025472036,0.00024376671,0.00023115125,0.0002205689,0.00020999374,0.00020457352,0.0002037831,0.0002033808,0.00020311325,0.00020864705,0.00021250283,0.00021781628,0.00022146113,0.00022302559,0.00022686724,0.00022904936,0.00023181851,0.00023507074,0.00017518197,0.00017362925,0.00016544934,0.00015532643,0.00013794174,0.00012095006,0.00011193694,0.00011816656,0.00013066601,0.00014192055,0.00014412384,0.00013160564,0.00011883172,0.00011072991,0.00011117719,0.000114213915,0.00011307301,0.00011282923,0.000112097965,0.000112687434,0.00011408624,0.00011419268,0.00011271815,0.00010981385,0.0001029285,0.00010032282,0.00010031564,9.77831e-05,5.215949e-05,0.00015192498
0.475-0.525,2024-10-31,486.44933405397563,0.4372452,0.0012978219,0.0013476785,0.0013829542,0.0015345976,0.0017992754,0.0019545294,0.0019648243,0.0019910557,0.0021221861,0.002275635,0.0023386504,0.002419823,0.0023754868,0.0022696147,0.0024076751,0.0024832701,0.0024474028,0.00250451,0.0024908881,0.0024355925,0.002583698,0.0028355839,0.0027262217,0.002510023,0.002415238,0.002357735,0.0023194572,0.0023128218,0.0023173022,0.002326508,0.0023117044,0.0022893872,0.0022703514,0.0022496856,0.0024136784,0.0025422825,0.002452826,0.0023887919,0.0024225218,0.002446492,0.002485504,0.002554311,0.0025270132,0.0025136285,0.002574418,0.002607834,0.0026573343,0.002687013,0.0026603495,0.0026424164,0.0026501243,0.002657274,0.0026767992,0.0027172172,0.0027332993,0.002692817,0.0027057414,0.0028101974,0.002788697,0.0027211867,0.0027024555,0.002641228,0.0025956512,0.0025955816,0.0025622388,0.0024390935,0.0022888086,0.0021648093,0.0021043634,0.0021214844,0.0021315638,0.0021017662,0.002089785,0.0020915992,0.002061314,0.002000669,0.0019550696,0.0019125853,0.001880843,0.0018320403,0.0017765039,0.0017161333,0.0016502879,0.0015941942,0.0015544569,0.0015294629,0.0015142957,0.00147664,0.0014230231,0.001357,0.0012898472,0.0012002719,0.0011093447,0.0010248563,0.0009649339,0.00090073963,0.00082991173,0.00076797494,0.00029807896,0.00029329507,0.0002891428,0.00027333852,0.00025951213,0.00024594227,0.00023523209,0.00023073048,0.00022939286,0.00023343401,0.0002466936,0.000249636,0.00025231583,0.00024622216,0.000241508,0.00024125591,0.00024239394,0.0002326521,0.00022957947,0.00022373603,0.00022169689,0.00021415709,0.00021596174,0.00022099295,0.0002269801,0.00022906935,0.00023013353,0.00022363607,0.00021386845,0.0002051366,0.00019608322,0.00018947314,0.00019199432,0.0001908259,0.00019035047,0.00019455033,0.00019820048,0.00020257632,0.0002055818,0.00020662414,0.0002095168,0.0002107935,0.0002136881,0.00021602464,0.0001492496,0.00014845486,0.00013820062,0.00012309973,0.00010073269,7.929081e-05,6.739286e-05,7.32734e-05,7.7979086e-05,8.864796e-05,9.759044e-05,9.579029e-05,9.190103e-05,8.676531e-05,8.322126e-05,8.2691506e-05,7.752954e-05,7.592919e-05,7.669157e-05,7.379672e-05,7.286728e-05,7.200298e-05,6.8298315e-05,6.826361e-05,6.336895e-05,6.185106e-05,5.753396e-05,5.348613e-05,3.6254947e-05,0.00019787486
0.475-0.525,2024-11-08,488.0855399096228,0.43734813,0.0010169472,0.001084605,0.0011311229,0.0012959371,0.0015683536,0.0017652184,0.0018267299,0.0018415577,0.0019705396,0.0021262735,0.0021847542,0.002294067,0.0023029398,0.0022192695,0.0023444875,0.00241986,0.0023984057,0.002479371,0.0024635405,0.002390591,0.0025622302,0.0028459441,0.0027296555,0.0024928842,0.0023983323,0.0023423755,0.0023046925,0.0023048853,0.002305411,0.002313117,0.0023029088,0.0022821475,0.0022620454,0.0022385006,0.002403627,0.0025417528,0.0024505535,0.002379938,0.0024131953,0.0024413974,0.0024844413,0.002547994,0.0025080016,0.0024825253,0.0025424948,0.0025783225,0.002630999,0.0026681968,0.0026423282,0.0026293427,0.0026404609,0.0026505333,0.0026739824,0.002715391,0.0027186763,0.00266218,0.0026682233,0.002771769,0.002749182,0.002676322,0.0026556018,0.002594386,0.0025493125,0.00255756,0.002535738,0.0024145644,0.0022634782,0.0021335238,0.0020656378,0.00207809,0.0020888618,0.0020587025,0.002043796,0.002044959,0.0020157627,0.0019515046,0.0019075023,0.0018631467,0.0018367876,0.0017973576,0.001744278,0.0016888044,0.0016240429,0.0015663531,0.0015269079,0.0015009367,0.0014848822,0.0014494803,0.0014011087,0.0013574753,0.0013118745,0.0012365854,0.0011509886,0.0010638046,0.0009925618,0.0009207983,0.00084899075,0.00079721253,0.0003133156,0.00030738208,0.00030430892,0.00029649292,0.00028784847,0.0002884181,0.00029836892,0.00029631754,0.00027886988,0.00026907143,0.0002745331,0.0002728409,0.000272165,0.0002685592,0.00026887568,0.00027624832,0.00028298225,0.0002761331,0.0002684988,0.0002569647,0.00024877785,0.00023863964,0.0002410916,0.00024627146,0.0002532038,0.00025475203,0.0002525419,0.00024148852,0.00022776773,0.000215969,0.00020467424,0.00019874028,0.0001974253,0.0001967461,0.00019600672,0.00020044965,0.00020384249,0.00020872905,0.00021167839,0.00021265417,0.00021689279,0.0002201157,0.00022385408,0.00022815332,0.00016949709,0.00016829136,0.00016383681,0.0001721449,0.00018546841,0.00020879497,0.00022675478,0.00023369008,0.00022449004,0.00020319241,0.00018188282,0.00015103405,0.0001301477,0.000120550416,0.000122000856,0.00012757786,0.00012748282,0.00012753745,0.00012667711,0.00012740801,0.00012815908,0.00012757786,0.00012456778,0.00012081232,0.000113054135,0.000110383546,0.000112136084,0.00010900227,6.0855473e-05,0.00015444699
